Institution,Country/territory
Federal University of Southern Border (UFFS),Brazil
Federal University of Health Sciences of Porto Alegre (UFCSPA),Brazil
Universidade Federal do Triângulo Mineiro (UFTM),Brazil
Department of Aerospace Science and Technology (DCTA),Brazil
Instituto Juruá,Brazil
City University of São Paulo (UNICID),Brazil
Federal University of Lavras (UFLA),Brazil
Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil
State University of Santa Cruz (UESC),Brazil
non-affiliated author contributions,Brazil
Geological Survey of Brazil (CPRM),Brazil
Amazon Environmental Research Institute (IPAM),Brazil
Federal Institute of Minas Gerais (IFMG),Brazil
"Brazil Ministry of Development, Industry and Foreign Trade (MDIC)",Brazil
University of San Francisco (USF),Brazil
Faculty of Medicine of ABC (FMABC),Brazil
"Brazil Ministry of Agriculture, Livestock, and Supply",Brazil
"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP)",Brazil
Laboratório Interinstitucional de e-Astronomia (LIneA),Brazil
Serviço Nacional de Aprendizagem Industrial (SENAI),Brazil
Ceará State University (UECE),Brazil
National Institute of Telecommunications (Inatel),Brazil
Hospital Israelita Albert Einstein,Brazil
Botanical Garden of Rio de Janeiro,Brazil
Federal University of Technology - Paraná (UTFPR),Brazil
Rede D’Or São Luiz,Brazil
University of the State of Amazonas (UEA),Brazil
Universidade de Franca (UNIFRAN),Brazil
Federal University of Acre (UFAC),Brazil
Serviço Nacional de Aprendizagem Rural (SENAR),Brazil
Instituto Água e Terra (IAT),Brazil
Federal Rural University of Semi-Árido (UFERSA),Brazil
Colégio Pedro II (CPII),Brazil
"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano (IF Sertão-PE)",Brazil
Instituto Claravis,Brazil
São Paulo Municipal Department of Health,Brazil
Hospital Sírio-Libanês,Brazil
Feevale University,Brazil
A.C. Camargo Cancer Center (CIPE),Brazil
Museu Paraense Emílio Goeldi (MPEG),Brazil
Diagnósticos da América S.A. (Dasa),Brazil
Brazilian Science Data Center (BSDC),Brazil
University of Mogi das Cruzes (UMC),Brazil
Hospital Moinhos de Vento,Brazil
Federal University Foundation of Rio Grande (FURG),Brazil
Brazil Ministry of Defense (DEFESA),Brazil
Universidade do Estado de Minas Gerais (UEMG),Brazil
"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas (IFAM)",Brazil
Brasil Ministry of Environment (MMA),Brazil
Fundação de Vigilância em Saúde do Amazonas (FVS/AM),Brazil
Federal University of Western Pará (UFOPA),Brazil
Tropical Medicine Foundation Doctor Heitor Vieira Dourado (FMT-HVD),Brazil
Sanitation Company for Minas Gerais (COPASA),Brazil
Minas Gerais Institute for Water Management (IGAM),Brazil
Instituto Federal do Espírito Santo (IFES),Brazil
Federal Rural University of the Amazon (UFRA),Brazil
Barretos Cancer Hospital,Brazil
Goiano Federal Institute (IFGOIANO),Brazil
State University of Goiás (UEG),Brazil
Pontifícia Universidade Católica de Campinas (PUC-Campinas),Brazil
Federal Institute of Alagoas (IFAL),Brazil
Centro Infantil Boldrini,Brazil
Igarapé Institute,Brazil
Pontifical Catholic University of Paraná (PUCPR),Brazil
Centro de Estudos e Pesquisas em Moléstias Infecciosas Ltda,Brazil
Mato Grosso State University (UNEMAT),Brazil
Federal University of Jequitinhonha and Mucuri Valleys (UFVJM),Brazil
State University of Norte Fluminense (UENF),Brazil
Minas Gerais State Secretariat for Health,Brazil
Secretaria de Estado de Saúde de Minas Gerais (SES-MG),Brazil
National Cancer Institute (INCA),Brazil
Instituto de Estudos para Políticas de Saúde (IEPS),Brazil
Faculdade de Ciências Médicas da Santa Casa de São Paulo (FCMSC-SP),Brazil
Cooperativa Agrícola Mista de Tomé-açu (CAMTA),Brazil
Regulatory Agency for Water Supply and Sewage Services of the State of Minas Gerais (ARSAE),Brazil
Federal Institute of Rondônia (IFRO),Brazil
State University of Montes Claros (UNIMONTES),Brazil
Federal University of Roraima (UFRR),Brazil
Secretaria Municipal de Saúde de Ribeirão Preto,Brazil
Mamirauá Institute for Sustainable Development (IDSM),Brazil
"Rede de Pesquisa em Diversidade, Conservação e Uso da Fauna da Amazônia (REDEFAUNA)",Brazil
Instituto de Pesquisas Ecológicas (IPÊ),Brazil
Agronomic Institute of Campinas (IAC),Brazil
University of Pernambuco (UPE),Brazil
State University of Paraíba (UEPB),Brazil
Consultório de Genética Clínica,Brazil
Hermes Pardini,Brazil
CDL Laboratório Santos e Vidal,Brazil
Fundação Hospitalar de Hematologia e Hemoterapia do Amazonas (HEMOAM),Brazil
Modal Informática Ltda,Brazil
Hospital do Câncer de Muriaé,Brazil
"Institute for the Conservation of Neotropical Carnivores - ""Pró-Carnívoros"" (IPC)",Brazil
"Federal Institute of Education, Science and Technology (IFET)",Brazil
Rio de Janeiro Municipal Health Secretariat (SMS),Brazil
Universidade do Extremo Sul Catarinense (UNSEC),Brazil
Instituto Federal do Pará (IFPA),Brazil
Instituto Federal de Educação Ciência e Tecnologia do Maranhão (IFMA),Brazil
Institute of Cancer of São Paulo (ICESP),Brazil
Fundação de Hematologia e Hemoterapia de Pernambuco (HEMOPE),Brazil
National Water Agency (ANA),Brazil
National Centre for Monitoring and Warning of Natural Disasters (CAMADEN),Brazil
Beneficência Portuguesa de São Paul,Brazil
Municipal Health Secretary of Manaus (SEMSA),Brazil
State University of Mato Grosso do Sul (UEMS),Brazil
University of São Caetano do Sul (USCS),Brazil
University Nove de Julho (UNINOVE),Brazil
Jaguar Conservation Fund (JCF),Brazil
Mendelics Genomic Analysis,Brazil
Fundação do ABC,Brazil
"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso (IFMT)",Brazil
Hospital Federal dos Servidores do Estado (HFSE),Brazil
Centro Universitário UNIFAMINAS,Brazil
Faculty of Medicine of São José do Rio Preto (FAMERP),Brazil
Fundação Hemominas,Brazil
Bragança Paulista Municipal Department of Health,Brazil
Unidade Integrada de Farmacologia e Gastroenterologia (UNIFAG),Brazil
Hospital Quinta D'Or,Brazil
Universidade Do Vale Do Itajaí (UNIVALI),Brazil
Ezequiel Dias Foundation (FUNED),Brazil
Universidade Estadual do Maranhão (UEMA),Brazil
Instituto de Pesquisa Pelé Pequeno Príncipe,Brazil
Centro de Câncer de Brasília (CETTRO),Brazil
São Paulo’s Agency for Agribusiness Technology (APTA),Brazil
Universidade do Sul de Santa Catarina (UNISUL),Brazil
Universidade para o Desenvolvimento do Alto Vale do Itajaí (UNIDAVI),Brazil
Hospital Governador Celso Ramos,Brazil
Universidade de Cuiabá (UNIC),Brazil
Hospital Adventista de Manaus,Brazil
Genelabor,Brazil
Southwest Bahia State University (UESB),Brazil
Multinational Organization Network Sponsoring Translational and Epidemiological Research (MONSTER),Brazil
Obesity and Comorbidities Research Center (OCRC),Brazil
DB Diagnósticos do Brasil,Brazil
Federal University of Southern Bahia (UFSB),Brazil
Instituto Mário Penna,Brazil
Fundação Pró-Sangue,Brazil
International Institute for Sustainability (IIS),Brazil
Fundação Universidade Regional de Blumenau (FURB),Brazil
Hospital da Criança de Brasília José Alencar (HCB),Brazil
Fundação Centro de Controle de Oncologia do Estado do Amazonas (FCECON),Brazil
Faculdades Pequeno Príncipe (FPP),Brazil
Institute of Education and Research,Brazil
Brazilian Institute of Neuroscience and Neurotechnology (BRAINN),Brazil
State University of Feira de Santana (UEFS),Brazil
Associação Onçafari,Brazil
Institute for Assessment of Technology in Health (IATS),Brazil
Instituto SOS Pantanal,Brazil
Universidade Cruzeiro do Sul,Brazil
Hospital Santa Marcelina,Brazil
Governo do Distrito Federal,Brazil
Secretaria de Saúde de Feira de Santana,Brazil
Institute of Applied Economic Research (Ipea),Brazil
Hospital Geral de Nova Iguaçu (HGNI),Brazil
Grupo Oncoclinicas,Brazil
Histo - Patologia Cirurgica e Citologia,Brazil
Universidade Salvador (UNIFACS),Brazil
Secretaria de Estado de Saúde de Mato Grosso do Sul,Brazil
Secretary of Health of the State of Bahia (SESAB),Brazil
Hospital das Forças Armadas (HFAR),Brazil
Centro Universitário de Volta Redonda (UniFOA),Brazil
Federal Center for Technological Education Celso Suckow da Fonseca (CEFET-RJ),Brazil
University of the Region of Joinville (UNIVILLE),Brazil
Bahia School of Medicine and Public Health (BAHIANA),Brazil
Bahia State University (UNEB),Brazil
Brazilian Research in Intensive Care Network (BRICNet),Brazil
Heart Hospital,Brazil
SOS Amazônia,Brazil
Universidade Unigranrio,Brazil
Monte Tabor Centro Ítalo Brasileiro de Promoção Sanitária,Brazil
University of Brunei Darussalam (UBD),Brunei
Bulgarian Academy of Sciences (BAS),Bulgaria
Sofia University St. Kliment Ohridski,Bulgaria
Institute of Fishery Resources,Bulgaria
New Bulgarian University (NBU),Bulgaria
Medical University of Varna,Bulgaria
Maritsa Vegetable Crops Research Institute (MVCRI),Bulgaria
Medical University of Plovdiv,Bulgaria
Medical University Pleven,Bulgaria
Sofiyska Voda AD,Bulgaria
Medical University of Sofia,Bulgaria
"South-West University ""Neofit Rilski""",Bulgaria
Regional Historical Museum Varna,Bulgaria
Centre National de la Recherche Scientifique et Technologique (CNRST),Burkina Faso
Burkina Faso Ministry of Health,Burkina Faso
National Institute Of Public Health (INSP),Burkina Faso
International Institute for Water and Environmental Engineering (2iE),Burkina Faso
Nazi Boni University (UNB),Burkina Faso
Souro Sanou University Hospital,Burkina Faso
Institut de l'Environnement et des Recherches Agricoles (INERA),Burkina Faso
Institut des Sciences des Sociétés (INSS),Burkina Faso
Université de Dédougou (UDDG),Burkina Faso
University of Burundi,Burundi
Royal University of Phnom Penh (RUPP),Cambodia
"National Center for Parasitology, Entomology and Malaria Control",Cambodia
"Cambodia Ministry of Agriculture, Forestry and Fisheries (MAFF)",Cambodia
Institut Pasteur du Cambodge (IPC),Cambodia
Inland Fisheries Research and Development Institute (IFReDI),Cambodia
Royal University of Agriculture (RUA),Cambodia
Angkor Hospital for Children (AHC),Cambodia
Kampong Speu Referral Hospital,Cambodia
University of Dschang,Cameroon
Cameroon Ministry of Public Health,Cameroon
"Centre International de Recherches, d’Enseignements, et de Soins (CIRES)",Cameroon
University of Yaounde I (UYI),Cameroon
University of Douala,Cameroon
University of Buea (UB),Cameroon
Central Hospital of Yaoundé (HCY),Cameroon
International Reference Centre Chantal Biya (IRCCB),Cameroon
Organization of Coordination for the Fight against Endemic Diseases in Central Africa (OCEAC),Cameroon
Fondation Camerounaise de la Terre Vivante (FCTV),Cameroon
Institut de Recherches Médicales et d’Etudes des Plantes Médicinales (IMPM),Cameroon
Institute of Agricultural Research for Development (IRAD),Cameroon
Cameroon National Herbarium,Cameroon
Tropical Plant Exploration Group (TroPEG),Cameroon
Commission des Forêts d'Afrique Centrale (COMIFAC),Cameroon
Institute for Geological and Mining Research (IRGM),Cameroon
University of Toronto (U of T),Canada
McGill University,Canada
The University of British Columbia (UBC),Canada
University of Alberta (U of A),Canada
University of Waterloo,Canada
University of Montreal (UdeM),Canada
University of Ottawa (uOttawa),Canada
University of Calgary (U of C),Canada
McMaster University,Canada
Western University (UWO),Canada
Perimeter Institute for Theoretical Physics (PI),Canada
University of Victoria (UVic),Canada
Laval University (UL),Canada
Simon Fraser University (SFU),Canada
Queen's University,Canada
University of Saskatchewan (U of S),Canada
University of Sherbrooke (USherbrooke),Canada
Dalhousie University,Canada
Environment and Climate Change Canada (ECCC),Canada
York University,Canada
University of Manitoba,Canada
National Research Council (NRC),Canada
Carleton University,Canada
Concordia University,Canada
University of Guelph,Canada
Natural Resources Canada,Canada
National Institute of Scientific Research (INRS),Canada
Memorial University of Newfoundland (MUN),Canada
Polytechnique Montréal,Canada
Provincial Health Services Authority (PHSA),Canada
TRIUMF,Canada
University of Windsor (UWin),Canada
Department of Fisheries and Oceans Canada (DFO),Canada
Université du Québec à Montréal (UQAM),Canada
Canadian Light Source Inc.,Canada
University of Lethbridge,Canada
Brock University,Canada
Canadian Institute for Advanced Research (CIFAR),Canada
Alberta Health Services (AHS),Canada
University of New Brunswick (UNB),Canada
Laurentian University,Canada
Trent University,Canada
Ryerson University,Canada
Vancouver Coastal Health (VCH),Canada
Clinical Research Institute of Montreal (IRCM),Canada
University of Regina,Canada
Hydro-Québec,Canada
Bishop's University,Canada
Agriculture and Agri-Food Canada (AAFC),Canada
University of Northern British Columbia (UNBC),Canada
Université du Québec à Chicoutimi (UQAC),Canada
Ontario Institute for Cancer Research (OICR),Canada
Lakehead University,Canada
Vector Institute,Canada
Unity Health Toronto,Canada
University of Quebec,Canada
Wilfrid Laurier University (WLU),Canada
Alberta Geological Survey,Canada
University of Prince Edward Island (UPEI),Canada
Fonds de Recherche du Québec - Nature et Technologies (FRQNT),Canada
